Player,Pos,Team,1,week_1_opp,2,week_2_opp,3,week_3_opp,4,week_4_opp,5,week_5_opp,6,week_6_opp,7,week_7_opp,8,week_8_opp,9,week_9_opp,10,week_10_opp,11,week_11_opp,12,week_12_opp,13,week_13_opp,14,week_14_opp,15,week_15_opp,16,week_16_opp,17,week_17_opp,2020AVG,2020TTL,18,week_18_opp,19,week_19_opp,20,week_20_opp,21,week_21_opp,22,week_22_opp,23,week_23_opp,24,week_24_opp,25,week_25_opp,26,week_26_opp,27,week_27_opp,28,week_28_opp,29,week_29_opp,30,week_30_opp,31,week_31_opp,32,week_32_opp,33,week_33_opp,34,week_34_opp,35,week_35_opp,2021AVG,2021TTL,36,week_36_opp,37,week_37_opp,38,week_38_opp,39,week_39_opp,40,week_40_opp,41,week_41_opp,42,week_42_opp,43,week_43_opp,44,week_44_opp,45,week_45_opp,46,week_46_opp,47,week_47_opp,48,week_48_opp,49,week_49_opp,50,week_50_opp,51,week_51_opp,52,week_52_opp,53,week_53_opp,2022AVG,2022TTL,54,week_54_opp,55,week_55_opp,56,week_56_opp,57,week_57_opp,58,week_58_opp,59,week_59_opp,60,week_60_opp,61,week_61_opp,62,week_62_opp,63,week_63_opp,64,week_64_opp,65,week_65_opp,66,week_66_opp,67,week_67_opp,68,week_68_opp,69,week_69_opp,70,week_70_opp,71,week_71_opp,2023AVG,2023TTL,week_72_opp
Kyler Murray,QB,ARI,27.3,SF,33.1,WSH,24.7,DET,23.1,CAR,27.3,NYJ,28.9,DAL,38.1,SEA,,,37.9,MIA,30.9,BUF,20.3,SEA,8.9,NE,17.4,LAR,18.5,NYG,34.1,PHI,16.4,SF,3.8,,24.4,390.7,34.6,,35.1,TEN,19.5,MIN,22.6,JAX,13.7,LAR,25.8,SF,22.4,CLE,11.1,HOU,,GB,,,,,,,30.8,,19.4,CHI,13.6,LAR,21.9,DET,22.9,IND,17.1,DAL,22.2,310.5,20.6,SEA,26.9,KC,13.4,LV,23.9,LAR,17.2,CAR,15.9,PHI,17.2,SEA,26.6,NO,19.0,MIN,,SEA,,,26.2,,,LAC,0.7,,,,,,,,,,18.9,207.5,,,,,,,,,,,,,,,,,,,18.3,,22.7,ATL,20.4,HOU,11.8,LAR,,PIT,15.3,,20.4,SF,24.7,CHI,17.8,PHI,18.9,151.4,SEA
Lamar Jackson,QB,BAL,27.5,TEN,17.6,BUF,14.2,KC,26.0,WSH,14.5,CIN,28.2,PHI,,,16.8,PIT,18.6,IND,22.5,NE,17.5,TEN,,,26.7,DAL,34.9,CLE,30.2,JAX,21.3,NYG,25.2,CIN,22.8,341.8,18.0,,34.3,LV,20.3,KC,19.4,DET,41.9,DEN,13.8,IND,23.1,LAC,,CIN,32.6,,16.4,MIN,,MIA,13.4,,18.6,CLE,1.2,PIT,,,,,,,,,21.1,253.0,21.2,,42.6,NYJ,40.4,MIA,15.1,NE,15.8,BUF,17.1,CIN,10.7,NYG,21.8,CLE,17.5,TB,,NO,16.5,,23.1,CAR,1.3,JAX,,,,,,,,,,,20.3,243.1,7.6,,22.9,HOU,28.2,CIN,28.1,IND,10.9,CLE,18.1,PIT,33.9,TEN,12.0,DET,11.5,ARI,15.0,SEA,24.0,CLE,15.0,CIN,,LAC,32.6,,19.5,LAR,22.6,JAX,36.3,SF,,MIA,21.1,338.2,
Logan Woodside,QB,ATL,,,,,,,,,,,,,,,,,,,0.0,,0.3,,-0.5,,,,1.8,,-0.3,,0.0,,-,,0.2,1.3,,,,,,,,,,,,,-0.1,,-0.1,,-0.1,,,,,,,,,,-0.3,,,,,,,,,,-0.2,-0.6,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,0.7,0.7,
Mac Jones,QB,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.2,,7.4,MIA,14.6,NYJ,17.9,NO,12.5,TB,15.8,HOU,22.2,DAL,11.7,NYJ,7.0,LAC,19.9,CAR,11.4,CLE,21.5,ATL,0.5,TEN,,,19.2,,7.1,IND,22.3,BUF,11.8,JAX,14.0,237.9,9.5,MIA,13.7,MIA,18.9,PIT,,BAL,,,,,1.9,,12.7,,9.7,NYJ,,IND,10.1,,23.3,NYJ,12.5,MIN,8.3,BUF,7.5,ARI,17.5,LV,16.3,CIN,19.2,MIA,12.9,181.1,25.1,BUF,14.7,PHI,13.3,MIA,2.7,NYJ,0.4,DAL,6.9,NO,20.0,LV,13.2,BUF,12.1,MIA,8.3,WSH,,IND,1.6,,,NYG,,,,,,,,,,,10.8,118.4,
Malik Cunningham,QB,BAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,
Malik Willis,QB,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,,,,,,,,,,,,2.4,,7.2,HOU,-2.4,KC,,,,,1.4,,,,1.6,,12.3,,,HOU,,,3.2,22.3,,,,,,,,,,,4.7,,,,-1.6,,,,,,,,,,,,,,,,,,,,,,1.5,3.1,
Marcus Mariota,QB,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.8,LAC,,,-,,26.8,26.8,3.1,,,,,,,,,,,,0.4,,,,0.6,,,,,,6.4,,,,,,0.3,,,,1.6,,2.5,,2.1,14.9,19.8,,15.4,NO,16.6,LAR,4.9,SEA,18.0,CLE,24.2,TB,12.1,SF,24.4,CIN,7.6,CAR,18.7,LAC,17.7,CAR,14.9,CHI,11.4,WSH,,PIT,,,,,,,,,15.8,205.6,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,0.0,,,,,,,,11.5,,4.3,12.8,NYG
Mason Rudolph,QB,TEN,,,,,,,,,,,-0.1,,,,,,0.1,,0.0,,-0.4,,,,,,,,,,,,19.7,CLE,3.9,19.4,,,,,,,,,,,,,,,,,,,16.3,,,DET,,,,,,,,,3.1,,,,,,9.7,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,20.0,,11.5,CIN,8.0,SEA,9.9,39.6,BAL
Matt Barkley,QB,JAC,,,,,,,,,0.9,,,,,,,,,,,,,,0.0,,,,,,0.0,,0.1,,9.3,,2.1,10.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.3,,,,-0.3,-0.3,
Matt Corral,QB,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Ryan,QB,FA,24.9,SEA,28.5,DAL,12.4,CHI,12.4,GB,7.9,CAR,31.6,MIN,17.5,DET,18.9,CAR,23.4,DEN,,,7.3,NO,14.9,LV,12.9,NO,10.3,LAC,27.8,TB,19.9,KC,22.7,TB,18.3,293.4,7.4,,19.3,PHI,15.6,TB,29.0,NYG,21.6,WSH,,NYJ,18.4,,8.1,MIA,28.5,CAR,2.7,NO,4.1,DAL,11.2,NE,12.1,JAX,11.9,TB,13.4,CAR,13.1,SF,6.6,DET,11.8,BUF,13.8,234.9,16.3,NO,4.8,HOU,15.3,JAX,18.8,KC,8.1,TEN,27.2,DEN,11.9,JAX,,TEN,,,22.7,,8.6,LV,11.2,PHI,12.1,PIT,,DAL,11.3,,,MIN,,,,,14.0,168.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Schaub,QB,FA,,,,,,,,,,,,,,,,,,,,,,,-0.4,,,,,,,,,,-,,-0.4,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Stafford,QB,LAR,17.2,CHI,17.2,GB,18.5,ARI,23.3,NO,,,13.3,JAX,18.4,ATL,23.4,IND,10.4,MIN,23.0,WSH,7.6,CAR,17.1,HOU,27.1,CHI,14.4,GB,15.3,TEN,0.7,,23.6,MIN,16.9,270.6,24.3,,18.2,ARI,29.5,TB,20.3,SF,17.5,CIN,26.2,SEA,27.2,NYG,24.2,DET,15.1,HOU,11.8,TEN,,SF,23.0,,24.0,GB,23.5,JAX,16.5,ARI,9.7,SEA,16.3,MIN,19.5,BAL,20.4,346.7,10.8,SF,20.9,BUF,10.2,ATL,7.8,ARI,11.3,SF,12.8,DAL,,CAR,17.4,,10.5,SF,,TB,14.8,,,NO,,,,,,,,,,,,,12.9,116.4,14.5,,16.0,SEA,13.5,SF,17.2,CIN,16.9,IND,13.2,PHI,15.0,ARI,12.4,PIT,,DAL,,,10.7,,24.4,SEA,23.0,ARI,23.7,CLE,18.5,BAL,20.7,WSH,14.6,NO,,NYG,16.9,254.1,
Max Duggan,QB,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,
Mike Glennon,QB,FA,,,,,,,,,,,,,,,,,,,,,,,18.0,CLE,14.1,MIN,2.4,TEN,,,14.4,CHI,16.6,IND,13.1,65.6,,,,,,,,,10.0,,,DAL,,,,,,,,,,,,,6.5,,19.3,MIA,1.0,LAC,7.8,DAL,-3.7,PHI,,,6.8,40.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mike White,QB,MIA,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,-,,0.0,0.0,,,,,,,,,,,,,10.1,,28.1,NE,7.8,CIN,6.0,,,BUF,,,,,,,,,,,,,,,13.0,52.0,,,,,,,,,,,,,,,,,,,,,,,24.8,,19.5,CHI,10.7,MIN,,BUF,,,5.6,,,SEA,15.1,60.6,,,,,6.6,,,,,,-1.4,,,,,,,,,,,,-0.2,,0.1,,,,0.0,,,,-2.0,,,,0.5,3.1,
Mitch Trubisky,QB,BUF,24.3,NO,15.2,NYG,12.6,ATL,,,,,,,,,0.3,,,,,,,,20.7,GB,13.3,DET,25.0,HOU,14.5,MIN,24.6,JAX,11.3,GB,16.2,161.7,,,-0.2,,1.9,,7.3,,,,,,,,,,,,,,-0.2,,,,,,,,,,,,,,0.3,,1.8,9.1,12.7,,12.4,CIN,15.0,NE,2.5,CLE,,,10.3,,,,,,,,,,,,,,,,12.0,,14.1,BAL,,CAR,,,,,11.3,78.9,,,,,,,0.7,,,,,,,,9.3,,,JAX,,,,,,,7.2,,21.6,ARI,14.9,NE,,IND,,,,,10.7,53.7,
Nate Sudfeld,QB,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.5,,-0.5,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.1,,,,,,,,-0.3,,,,-0.2,-0.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nathan Peterman,QB,NO,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,-,,1.9,1.9,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,9.3,,3.1,9.3,,MIN,,,,,,,,,,,-0.4,,,,,,,,,,,,,,,,,,,,,,0.0,,-0.2,-0.4,
Nick Foles,QB,FA,,,,,18.2,ATL,12.9,IND,12.6,TB,17.3,CAR,8.4,LAR,17.9,NO,21.6,TEN,3.4,MIN,,,,,,,,,,,-0.2,,-,,12.5,112.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8,,,SEA,,,16.8,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,,3.0,LAC,,,2.9,5.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nick Mullens,QB,MIN,,,1.6,,17.7,NYG,8.0,PHI,,,,,,,17.5,SEA,12.6,GB,12.2,NO,,,9.1,LAR,22.6,BUF,13.4,WSH,13.5,DAL,,,-,,12.8,128.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.9,,,LV,,,,,9.9,9.9,,,,,,,,,,,,,,,,,-0.1,,,,2.2,,,,,,,,,,,,6.3,,4.4,,3.2,12.8,,CHI,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,19.1,,20.5,CIN,9.1,DET,22.6,GB,14.9,74.7,DET
P.J. Walker,QB,CLE,,,,,,,,,,,,,,,0.1,,,,0.5,,12.1,,,,,,,,,,,,0.8,,3.4,13.5,,,,,,,,,,,,,2.6,,-0.1,,,,6.3,,,,2.5,,,,5.5,,,,,,,,,,3.4,16.8,,,,,,,,,2.4,,2.3,,15.1,,17.7,,-1.0,,5.7,,,,,,,,,,,,,,,,,,7.0,42.1,,,,,,,,,,,5.8,,6.4,,12.6,,0.0,,0.0,,,,0.1,,,,,,,,,,,,,,4.2,25.0,
Patrick Mahomes II,QB,KC,20.4,,27.5,,40.0,,20.2,,30.7,,20.6,,12.0,,36.6,,31.5,,,,22.5,,31.3,,19.3,,21.6,,25.9,,20.2,,-,,25.4,380.4,33.3,,25.0,,24.9,,32.3,,21.0,,25.0,,8.7,,15.0,,10.4,,36.2,,8.5,,,,13.6,,20.3,,30.6,,22.3,,20.9,,26.2,,22.0,374.2,34.9,,17.3,,18.1,,24.4,,30.5,,21.6,,27.9,,,,35.1,,32.1,,27.5,,19.4,,19.8,,22.8,,32.7,,23.8,,25.5,,15.0,,25.2,428.4,20.5,,22.2,,25.7,,15.2,,19.2,,18.3,,34.9,,7.6,,15.8,,,,17.9,,20.8,,14.0,,14.6,,17.7,,17.7,,12.0,,,,18.4,294.2,
Philip Rivers,QB,FA,16.8,BUF,11.9,MIN,12.7,NYJ,11.2,CHI,7.6,CLE,25.7,CIN,,,22.3,DET,8.1,BAL,16.3,TEN,22.4,GB,18.8,TEN,19.2,HOU,17.8,LV,17.0,HOU,11.8,PIT,11.4,JAX,15.7,251.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Griffin III,QB,FA,0.3,,,,,,-0.7,,-0.1,,,,,,,,,,,,,,5.1,PIT,,,,,,,,,-,,1.1,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russell Wilson,QB,PIT,31.8,LAR,34.4,NE,36.8,DAL,21.9,MIA,25.5,MIN,,,32.9,ARI,28.7,SF,24.1,BUF,11.9,LAR,20.1,ARI,14.4,PHI,16.0,NYG,23.1,NYJ,13.0,WSH,19.9,LAR,18.1,SF,23.3,372.8,27.1,,23.3,IND,16.6,TEN,22.6,MIN,10.1,SF,,LAR,,,,,,,7.6,,8.5,GB,19.5,ARI,17.7,WSH,21.2,SF,5.2,HOU,16.5,LAR,27.8,CHI,25.0,DET,17.8,248.8,17.8,ARI,12.1,SEA,9.1,HOU,26.5,SF,11.2,LV,13.8,IND,,LAC,14.8,,,JAX,15.2,,10.7,TEN,8.5,LV,9.7,CAR,26.6,BAL,,KC,11.3,,24.6,LAR,24.1,KC,15.7,235.8,15.2,LAC,26.9,LV,15.2,WSH,22.2,MIA,18.7,CHI,8.9,NYJ,13.9,KC,17.6,GB,,KC,18.7,,14.5,BUF,16.8,MIN,18.8,CLE,16.5,HOU,17.5,LAC,23.5,DET,,NE,,,17.7,264.9,
Ryan Finley,QB,FA,,,,,0.0,,,,,,,,,,,,,,,,2.1,,,,0.6,,0.2,,18.3,PIT,,,-,,4.2,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Fitzpatrick,QB,FA,8.4,NE,24.3,BUF,24.2,JAX,23.3,SEA,27.6,SF,18.0,NYJ,,,,,,,,,4.3,DEN,19.3,NYJ,,,0.0,,,,11.3,,-,,16.1,160.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Tannehill,QB,TEN,19.4,BAL,26.8,JAX,12.7,MIN,,,30.0,BUF,29.6,HOU,17.3,PIT,18.3,CIN,14.6,CHI,10.8,IND,22.9,BAL,19.1,IND,28.6,CLE,16.5,JAX,37.0,DET,18.3,GB,28.4,HOU,21.9,350.4,15.2,,14.6,ARI,23.5,CIN,18.8,IND,14.0,NYJ,13.9,JAX,20.4,BUF,23.2,KC,15.0,IND,18.6,LAR,13.2,NO,9.1,HOU,,NE,16.5,,10.9,JAX,14.6,PIT,13.5,SF,27.3,MIA,16.6,282.4,19.3,HOU,2.9,NYG,19.8,BUF,14.4,LV,11.5,IND,,WSH,3.9,,,IND,,,19.4,,20.0,DEN,12.5,GB,13.0,CIN,18.8,PHI,11.7,JAX,,LAC,,,,,13.9,167.2,5.4,,21.0,NO,4.2,LAC,13.7,CLE,10.8,CIN,2.0,IND,,BAL,,,,,,,,,,,,,,,,,9.8,,6.7,SEA,13.4,HOU,9.7,87.0,JAX
Sam Darnold,QB,MIN,12.2,BUF,11.9,SF,9.7,IND,23.6,DEN,,,,,2.8,BUF,7.4,KC,,,,,,,6.8,MIA,21.0,LV,5.6,SEA,14.1,LAR,17.0,CLE,12.9,NE,12.1,145.0,19.1,,19.9,NYJ,25.3,NO,33.5,HOU,9.1,DAL,16.1,PHI,3.5,MIN,11.8,NYG,4.8,ATL,,NE,,,,,,,,,,,8.7,,3.0,TB,15.7,NO,14.2,170.3,,TB,,,,,,,,,,,,,,,,,,,,,16.9,,,DEN,11.8,,13.2,SEA,21.9,PIT,22.6,DET,2.9,TB,14.9,89.3,-0.2,NO,,,-0.1,,-0.1,,-0.1,,,,,,,,,,-0.1,,,,,,-0.1,,,,0.6,,7.1,,-0.2,,17.5,,2.4,24.4,LAR
Sam Ehlinger,QB,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1,,,,0.9,,,,-0.1,,,,,,,,,,,,0.3,0.9,,,,,,,,,,,,,,,7.5,,7.0,WSH,,NE,,,,,,,,,,,,,7.6,,16.5,,9.7,38.6,,HOU,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.0,0.0,
Sam Howell,QB,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.3,,19.3,19.3,16.2,DAL,21.3,ARI,4.6,DEN,19.6,BUF,26.4,PHI,18.3,CHI,10.5,ATL,32.0,NYG,18.7,PHI,24.2,NE,20.7,SEA,18.3,NYG,20.2,DAL,,MIA,9.3,,0.2,LAR,8.7,NYJ,8.4,SF,16.3,277.5,DAL
Sean Clifford,QB,GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,,,,0.6,1.3,
Sean Mannion,QB,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,GB,13.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Skylar Thompson,QB,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BUF,,,,,3.6,,4.5,NYJ,,,,,,,0.7,,,,-1.3,,-1.0,,,,,,,,7.6,,6.4,NE,2.9,20.5,,NYJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,
Taylor Heinicke,QB,ATL,,TB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,CAR,-,,11.7,11.7,10.6,,21.0,,22.4,NYG,27.9,BUF,11.9,ATL,10.3,NO,21.2,KC,13.8,GB,,DEN,15.7,,23.1,TB,12.2,CAR,15.8,SEA,8.7,LV,,DAL,6.7,,10.3,DAL,5.1,PHI,14.8,236.9,,NYG,,,,,,,,,,,15.4,,23.1,GB,14.7,IND,6.4,MIN,7.8,PHI,12.4,HOU,17.6,ATL,,NYG,13.3,,11.2,NYG,,SF,,,13.6,122.0,,,,,,,,,,,,,,,12.4,,15.7,TEN,9.6,MIN,,ARI,,,,,,,,,14.2,,18.1,IND,,CHI,14.0,70.0,
Teddy Bridgewater,QB,FA,19.4,LV,10.7,TB,14.6,LAC,27.2,ARI,20.8,ATL,11.4,CHI,19.2,NO,13.0,ATL,28.3,KC,20.0,TB,,,14.9,MIN,,,20.4,DEN,16.9,GB,9.6,WSH,5.7,NO,16.8,252.2,20.5,,21.2,NYG,11.8,JAX,6.8,NYJ,19.6,BAL,21.3,PIT,14.8,LV,12.6,CLE,21.9,WSH,9.0,DAL,,PHI,16.2,,14.0,LAC,15.2,KC,4.9,DET,,CIN,,,,,15.0,209.7,,,,,0.0,,11.8,,0.0,CIN,20.2,,,MIN,,,,,,,,,,,,,,,,,,,10.0,,,NE,8.4,42.0,,,,,,,,,-0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.2,-0.2,
Tim Boyle,QB,HOU,-0.2,,-0.1,,,,-0.1,,,,0.0,,-0.1,,,,-0.1,,,,,,0.0,,,,,,,,-0.3,,-,,-0.1,-0.9,,,,,,,,,,,,,,,,,,,,,1.1,,,CLE,,,,,,,10.5,,18.9,ATL,-0.1,SEA,7.6,30.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.9,,-0.9,-0.9,,,,,,,,,,,,,,,,,,,,,0.4,,9.4,,5.1,MIA,,ATL,,,,,,,,,5.0,14.9,
Tom Brady,QB,FA,22.5,WSH,9.7,NO,23.9,GB,33.5,KC,14.1,CHI,14.6,GB,36.9,LV,19.1,NYG,5.4,NO,31.8,CAR,14.6,LAR,23.7,KC,,,15.6,MIN,23.4,ATL,29.9,DET,31.3,ATL,21.9,349.9,29.2,,29.6,PHI,28.7,LAR,11.1,LAR,37.7,NE,19.0,MIA,24.4,PHI,27.2,CHI,,NO,15.0,,20.3,WSH,12.2,NYG,29.6,IND,30.1,ATL,5.8,BUF,14.4,NO,27.4,CAR,25.0,NYJ,22.7,386.7,11.4,CAR,9.4,DAL,14.7,NO,25.4,GB,19.7,KC,13.7,ATL,11.7,PIT,17.1,CAR,15.2,BAL,17.0,LAR,,SEA,18.0,,18.1,CLE,12.1,NO,18.6,SF,13.3,CIN,37.7,ARI,7.4,CAR,16.5,280.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommy DeVito,QB,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,7.2,,10.7,,14.5,LV,22.5,DAL,10.2,WSH,,NE,17.4,,10.7,GB,2.7,NO,,,0.6,,9.7,96.5,
Tommy Stevens,QB,FA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.4,,2.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trace McSorley,QB,FA,,,,,,,,,,,,,,,,,,,,,,,8.7,,,,0.6,,,,,,-,,4.7,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,0.0,0.0,2.5,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,2.6,,5.1,,,TB,1.5,,2.7,13.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trevor Lawrence,QB,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.1,,8.8,HOU,9.5,DEN,17.8,ARI,22.7,CIN,15.9,TEN,,MIA,13.6,,5.1,SEA,9.8,BUF,8.6,IND,18.0,SF,6.8,ATL,5.0,LAR,10.5,TEN,12.9,HOU,10.3,NYJ,18.6,NE,12.7,216.0,14.4,IND,18.5,WSH,25.2,IND,6.7,LAC,12.3,PHI,24.9,HOU,18.7,IND,8.8,NYG,16.7,DEN,21.0,LV,,KC,24.9,,16.4,BAL,33.4,DET,27.8,TEN,18.3,DAL,5.5,NYJ,10.2,HOU,17.9,303.6,18.7,TEN,9.2,IND,15.4,KC,16.5,HOU,15.7,ATL,15.7,BUF,18.1,IND,15.7,NO,,PIT,4.1,,32.2,SF,25.6,TEN,25.1,HOU,20.4,CIN,14.7,CLE,11.3,BAL,,TB,18.2,,17.3,276.5,TEN
Trevor Siemian,QB,NYJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,,16.0,TB,19.9,ATL,26.2,TEN,9.8,PHI,,BUF,,,,,,,,,10.7,,15.5,93.2,,ATL,,,,,,,,,,,,,0.2,,,,,,,,11.0,,,NYJ,,,,,,,,,,,5.6,11.2,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,,,0.4,,11.5,MIA,14.7,WSH,2.9,CLE,6.2,31.0,NE
Trey Lance,QB,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,,,6.1,,20.4,,15.6,SEA,,ARI,,,,,,,,,0.4,,,,,,,,,,,,20.1,,,HOU,11.2,66.9,11.0,,2.5,CHI,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,4.5,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
